rank,article_id,clicks
6335,N12725,1
6336,N7938,1
6337,N55230,1
6338,N28232,1
6339,N43567,1
6340,N27627,1
6341,N38358,1
6342,N6822,1
6343,N19153,1
6344,N18799,1
6345,N49940,1
6346,N38123,1
6347,N57084,1
6348,N48934,1
6349,N4943,1
6350,N60748,1
6351,N24805,1
6352,N60736,1
6353,N40646,1
6354,N38887,1
6355,N53322,1
6356,N3572,1
6357,N17926,1
6358,N18623,1
6359,N22373,1
6360,N53962,1
6361,N60458,1
6362,N31833,1
6363,N51405,1
6364,N37096,1
6365,N22862,1
6366,N52806,1
6367,N41039,1
6368,N16561,1
6369,N18767,1
6370,N36001,1
6371,N6617,1
6372,N634,1
6373,N22640,1
6374,N1387,1
6375,N36774,1
6376,N60770,1
6377,N47884,1
6378,N34184,1
6379,N36090,1
6380,N20242,1
6381,N51863,1
6382,N13960,1
6383,N46883,1
6384,N25334,1
6385,N42799,1
6386,N25988,1
6387,N52118,1
6388,N15962,1
6389,N3568,1
6390,N14537,1
6391,N47199,1
6392,N42918,1
6393,N56815,1
6394,N19310,1
6395,N43468,1
6396,N21672,1
6397,N1177,1
6398,N21400,1
6399,N63737,1
6400,N43020,1
6401,N7892,1
6402,N5116,1
6403,N13933,1
6404,N59917,1
6405,N28270,1
6406,N45058,1
6407,N29448,1
6408,N48114,1
6409,N14783,1
6410,N20993,1
6411,N9126,1
6412,N47476,1
6413,N57813,1
6414,N4143,1
6415,N52596,1
6416,N43172,1
6417,N18625,1
6418,N34910,1
6419,N37577,1
6420,N982,1
6421,N16594,1
6422,N58824,1
6423,N63977,1
6424,N42540,1
6425,N51035,1
6426,N4048,1
6427,N59302,1
6428,N41348,1
6429,N27221,1
6430,N62054,1
6431,N24552,1
6432,N54394,1
6433,N63660,1
6434,N17020,1
6435,N25102,1
6436,N57145,1
6437,N54414,1
6438,N9505,1
6439,N8993,1
6440,N19291,1
6441,N56136,1
6442,N48084,1
6443,N18538,1
6444,N12124,1
6445,N22197,1
6446,N20843,1
6447,N17648,1
6448,N987,1
6449,N57976,1
6450,N55398,1
6451,N28782,1
6452,N30042,1
6453,N15875,1
6454,N35109,1
6455,N14430,1
6456,N22900,1
6457,N17670,1
6458,N49139,1
6459,N57240,1
6460,N29668,1
6461,N22287,1
6462,N52327,1
6463,N25385,1
6464,N24097,1
6465,N4503,1
6466,N31602,1
6467,N55969,1
6468,N59708,1
6469,N58546,1
6470,N2967,1
6471,N21067,1
6472,N10067,1
6473,N17575,1
6474,N7682,1
6475,N40784,1
6476,N61993,1
6477,N1684,1
6478,N50223,1
6479,N62029,1
6480,N50281,1
6481,N34474,1
6482,N22512,1
6483,N17006,1
6484,N55915,1
6485,N16042,1
6486,N50508,1
6487,N27129,1
6488,N39590,1
6489,N10808,1
6490,N46833,1
6491,N2602,1
6492,N33930,1
6493,N13556,1
6494,N43054,1
6495,N36259,1
6496,N49036,1
6497,N4212,1
6498,N28291,1
6499,N17035,1
6500,N35312,1
6501,N8996,1
6502,N13378,1
6503,N12213,1
6504,N30084,1
6505,N3695,1
6506,N10613,1
6507,N21945,1
6508,N2994,1
6509,N39449,1
6510,N50012,1
6511,N39123,1
6512,N44351,1
6513,N53864,1
6514,N11909,1
6515,N10741,1
6516,N61437,1
6517,N18636,1
6518,N61953,1
6519,N24347,1
6520,N49521,1
6521,N21548,1
6522,N13565,1
6523,N61973,1
6524,N8918,1
6525,N32527,1
6526,N27717,1
6527,N7675,1
6528,N27297,1
6529,N37230,1
6530,N22539,1
6531,N63572,1
6532,N56095,1
6533,N45887,1
6534,N59771,1
6535,N41480,1
6536,N31755,1
6537,N44872,1
6538,N35138,1
6539,N13903,1
6540,N59317,1
6541,N33228,1
6542,N59750,1
6543,N26089,1
6544,N63887,1
6545,N1437,1
6546,N31955,1
6547,N22497,1
6548,N9125,1
6549,N14043,1
6550,N2988,1
6551,N4385,1
6552,N64323,1
6553,N14416,1
6554,N53411,1
6555,N48153,1
6556,N7656,1
6557,N26943,1
6558,N62406,1
6559,N22488,1
6560,N15827,1
6561,N48100,1
6562,N55818,1
6563,N64691,1
6564,N53377,1
6565,N16201,1
6566,N54771,1
6567,N11211,1
6568,N55594,1
6569,N56884,1
6570,N24265,1
6571,N22395,1
6572,N50136,1
6573,N40345,1
6574,N875,1
6575,N5689,1
6576,N62925,1
6577,N30749,1
6578,N60151,1
6579,N39585,1
6580,N41350,1
6581,N64069,1
6582,N37036,1
6583,N16697,1
6584,N8219,1
6585,N49583,1
6586,N49274,1
6587,N51488,1
6588,N59428,1
6589,N27590,1
6590,N39091,1
6591,N50148,1
6592,N40147,1
6593,N20049,1
6594,N54411,1
6595,N48533,1
6596,N20166,1
6597,N58722,1
6598,N12054,1
6599,N29461,1
6600,N18136,1
6601,N6030,1
6602,N51711,1
6603,N56091,1
6604,N60681,1
6605,N55212,1
6606,N15982,1
6607,N26482,1
6608,N63025,1
6609,N14077,1
6610,N36323,1
6611,N48818,1
6612,N16902,1
6613,N11796,1
6614,N64615,1
6615,N45107,1
6616,N50409,1
6617,N48623,1
6618,N57206,1
6619,N28075,1
6620,N14158,1
6621,N33190,1
6622,N35011,1
6623,N27036,1
6624,N19356,1
6625,N21388,1
6626,N56036,1
6627,N22434,1
6628,N24801,1
6629,N54994,1
6630,N7733,1
6631,N53976,1
6632,N10085,1
6633,N41621,1
6634,N9872,1
6635,N54332,1
6636,N41551,1
6637,N61343,1
6638,N1628,1
6639,N41394,1
6640,N3238,1
6641,N33343,1
6642,N24717,1
6643,N61610,1
6644,N34186,1
6645,N1663,1
6646,N59614,1
6647,N3234,1
6648,N60576,1
6649,N48008,1
6650,N63926,1
6651,N57064,1
6652,N35078,1
6653,N42129,1
6654,N63041,1
6655,N62939,1
6656,N13456,1
6657,N63517,1
6658,N41972,1
6659,N60131,1
6660,N37958,1
6661,N43383,1
6662,N25412,1
6663,N50649,1
6664,N7660,1
6665,N29160,1
6666,N41452,1
6667,N9314,1
6668,N1980,1
6669,N41526,1
6670,N13947,1
6671,N31368,1
6672,N42725,1
6673,N4278,1
6674,N39325,1
6675,N19618,1
6676,N60900,1
6677,N30556,1
6678,N8616,1
6679,N35006,1
6680,N30072,1
6681,N13539,1
6682,N15768,1
6683,N64724,1
6684,N23809,1
6685,N41401,1
6686,N8542,1
6687,N33784,1
6688,N60637,1
6689,N20275,1
6690,N38861,1
6691,N63163,1
6692,N24444,1
6693,N42353,1
6694,N11408,1
6695,N46071,1
6696,N54128,1
6697,N31678,1
6698,N27185,1
6699,N14929,1
6700,N51456,1
6701,N51890,1
6702,N7577,1
6703,N3892,1
6704,N4163,1
6705,N9474,1
6706,N55129,1
6707,N13633,1
6708,N40437,1
6709,N39664,1
6710,N57995,1
6711,N15154,1
6712,N50311,1
6713,N5046,1
6714,N7119,1
6715,N28790,1
6716,N24,1
6717,N30885,1
6718,N1654,1
6719,N31042,1
6720,N41054,1
6721,N1660,1
6722,N10785,1
6723,N45548,1
6724,N43863,1
6725,N39845,1
6726,N12541,1
6727,N4630,1
6728,N1253,1
6729,N9914,1
6730,N31862,1
6731,N47422,1
6732,N7282,1
6733,N5191,1
6734,N19574,1
6735,N46840,1
6736,N54790,1
6737,N53654,1
6738,N56997,1
6739,N19973,1
6740,N10353,1
6741,N8346,1
6742,N47661,1
6743,N28997,1
6744,N37765,1
6745,N48847,1
6746,N43494,1
6747,N14993,1
6748,N11123,1
6749,N7449,1
6750,N51229,1
6751,N36890,1
6752,N45831,1
6753,N44981,1
6754,N14511,1
6755,N53674,1
6756,N59204,1
6757,N35402,1
6758,N16218,1
6759,N41261,1
6760,N17534,1
6761,N10708,1
6762,N23927,1
6763,N46112,1
6764,N10125,1
6765,N38625,1
6766,N790,1
6767,N57833,1
6768,N40011,1
6769,N33718,1
6770,N31662,1
6771,N53748,1
6772,N37637,1
6773,N53090,1
6774,N19082,1
6775,N12120,1
6776,N51447,1
6777,N13455,1
6778,N36497,1
6779,N53721,1
6780,N10845,1
6781,N25919,1
6782,N62552,1
6783,N57634,1
6784,N15346,1
6785,N45890,1
6786,N32614,1
6787,N16256,1
6788,N65053,1
6789,N55357,1
6790,N466,1
6791,N36404,1
6792,N15836,1
6793,N53508,1
6794,N47182,1
6795,N52081,1
6796,N24849,1
6797,N7790,1
6798,N64530,1
6799,N22720,1
6800,N36991,1
6801,N12373,1
6802,N55525,1
6803,N3804,1
6804,N31693,1
6805,N18925,1
6806,N23858,1
6807,N1380,1
6808,N60017,1
6809,N5849,1
6810,N58718,1
6811,N36916,1
6812,N45711,1
6813,N16197,1
6814,N5771,1
6815,N35235,1
6816,N52306,1
6817,N5574,1
6818,N44723,1
6819,N7184,1
6820,N52711,1
6821,N29483,1
6822,N19929,1
6823,N42672,1
6824,N48247,1
6825,N46784,1
6826,N48406,1
6827,N10165,1
6828,N30819,1
6829,N32358,1
6830,N16457,1
6831,N42384,1
6832,N24899,1
6833,N5037,1
6834,N36063,1
6835,N62374,1
6836,N63484,1
6837,N28968,1
6838,N41166,1
6839,N61130,1
6840,N21040,1
6841,N23793,1
6842,N36204,1
6843,N41544,1
6844,N22508,1
6845,N2135,1
6846,N59293,1
6847,N30807,1
6848,N6171,1
6849,N11809,1
6850,N53858,1
6851,N59706,1
6852,N38222,1
6853,N59558,1
6854,N9523,1
6855,N3456,1
6856,N38402,1
6857,N21064,1
6858,N1236,1
6859,N4907,1
6860,N6463,1
6861,N1885,1
6862,N40398,1
6863,N43616,1
6864,N16732,1
6865,N64075,1
6866,N12258,1
6867,N46043,1
6868,N54877,1
6869,N37079,1
6870,N13421,1
6871,N47396,1
6872,N41585,1
6873,N42262,1
6874,N58387,1
6875,N56985,1
6876,N63969,1
6877,N11384,1
6878,N21206,1
6879,N16173,1
6880,N61642,1
6881,N33659,1
6882,N11022,1
6883,N7320,1
6884,N25492,1
6885,N22710,1
6886,N49,1
6887,N20306,1
6888,N27849,1
6889,N30962,1
6890,N42594,1
6891,N52647,1
6892,N1095,1
6893,N59504,1
6894,N32361,1
6895,N28730,1
6896,N55593,1
6897,N20568,1
6898,N1006,1
6899,N17747,1
6900,N63132,1
6901,N42963,1
6902,N55105,1
6903,N59543,1
6904,N7868,1
6905,N16352,1
6906,N17450,1
6907,N10315,1
6908,N17479,1
6909,N52120,1
6910,N36053,1
6911,N20063,1
6912,N18477,1
6913,N62850,1
6914,N24351,1
6915,N33120,1
6916,N19387,1
6917,N16702,1
6918,N65063,1
6919,N38213,1
6920,N44534,1
6921,N25970,1
6922,N26844,1
6923,N16047,1
6924,N31180,1
6925,N46342,1
6926,N23587,1
6927,N29011,1
6928,N14938,1
6929,N9049,1
6930,N35067,1
6931,N56875,1
6932,N3884,1
6933,N4646,1
6934,N56302,1
6935,N33040,1
6936,N57819,1
6937,N22210,1
6938,N23617,1
6939,N62861,1
6940,N3423,1
6941,N16442,1
6942,N8867,1
6943,N49993,1
6944,N25527,1
6945,N19461,1
6946,N13832,1
6947,N9003,1
6948,N44381,1
6949,N20837,1
6950,N2446,1
6951,N34858,1
6952,N43976,1
6953,N62855,1
6954,N42590,1
6955,N16637,1
6956,N8744,1
6957,N60724,1
6958,N6251,1
6959,N63296,1
6960,N62239,1
6961,N57616,1
6962,N31263,1
6963,N26647,1
6964,N4014,1
6965,N43248,1
6966,N55861,1
6967,N30987,1
6968,N64441,1
6969,N39395,1
6970,N4994,1
6971,N63936,1
6972,N6990,1
6973,N6406,1
6974,N26410,1
6975,N45092,1
6976,N47537,1
6977,N53181,1
6978,N18307,1
6979,N40475,1
6980,N55099,1
6981,N58634,1
6982,N10032,1
6983,N34055,1
6984,N10590,1
6985,N7889,1
6986,N36706,1
6987,N9602,1
6988,N53425,1
6989,N25270,1
6990,N24146,1
6991,N62425,1
6992,N13611,1
6993,N62487,1
6994,N52921,1
6995,N55067,1
6996,N15776,1
6997,N8040,1
6998,N18213,1
6999,N58934,1
7000,N49248,1
7001,N28014,1
7002,N48475,1
7003,N2248,1
7004,N6841,1
7005,N4453,1
7006,N35968,1
7007,N4756,1
7008,N53800,1
7009,N36553,1
7010,N24401,1
7011,N2817,1
7012,N48924,1
7013,N65009,1
7014,N38131,1
7015,N36243,1
7016,N58304,1
7017,N1583,1
7018,N40135,1
7019,N18480,1
7020,N2695,1
7021,N27716,1
7022,N23625,1
7023,N42544,1
7024,N25303,1
7025,N7635,1
7026,N55081,1
7027,N35104,1
7028,N11457,1
7029,N21581,1
7030,N39176,1
7031,N50110,1
7032,N39380,1
7033,N53150,1
7034,N47929,1
7035,N32220,1
7036,N6937,1
7037,N11644,1
7038,N7677,1
7039,N54918,1
7040,N14878,1
7041,N51895,1
7042,N26393,1
7043,N38849,1
7044,N4488,1
7045,N41189,1
7046,N57221,1
7047,N31055,1
7048,N50348,1
7049,N32602,1
7050,N13437,1
7051,N22870,1
7052,N42135,1
7053,N31203,1
7054,N28956,1
7055,N58121,1
7056,N38905,1
7057,N19406,1
7058,N4183,1
7059,N33505,1
7060,N59380,1
7061,N29775,1
7062,N6265,1
7063,N57002,1
7064,N9291,1
7065,N57065,1
7066,N15012,1
7067,N59541,1
7068,N9355,1
7069,N21563,1
7070,N38096,1
7071,N23983,1
7072,N5460,1
7073,N50160,1
7074,N42480,1
7075,N31311,1
7076,N26218,1
7077,N11541,1
7078,N29357,1
7079,N12052,1
7080,N14895,1
7081,N5088,1
7082,N50889,1
7083,N17644,1
7084,N63828,1
7085,N58373,1
7086,N63122,1
7087,N59050,1
7088,N294,1
7089,N39181,1
7090,N39753,1
7091,N9471,1
7092,N43103,1
7093,N7186,1
7094,N55016,1
7095,N42587,1
7096,N9408,1
7097,N9883,1
7098,N34241,1
7099,N32133,1
7100,N47475,1
7101,N55740,1
7102,N45991,1
7103,N24707,1
7104,N33099,1
7105,N65073,1
7106,N15105,1
7107,N32155,1
7108,N38196,1
7109,N15170,1
7110,N62998,1
7111,N60558,1
7112,N17424,1
7113,N35679,1
7114,N56721,1
7115,N56041,1
7116,N46592,1
7117,N6319,1
7118,N39958,1
7119,N61392,1
7120,N59951,1
7121,N60414,1
7122,N48836,1
7123,N51233,1
7124,N38616,1
7125,N55522,1
7126,N8941,1
7127,N28974,1
7128,N42875,1
7129,N368,1
7130,N21498,1
7131,N8859,1
7132,N30490,1
7133,N44430,1
7134,N37145,1
7135,N39309,1
7136,N3753,1
7137,N48168,1
7138,N20895,1
7139,N53048,1
7140,N24762,1
7141,N36403,1
7142,N33983,1
7143,N57405,1
7144,N60422,1
7145,N11762,1
7146,N2853,1
7147,N37071,1
7148,N20414,1
7149,N64651,1
7150,N37201,1
7151,N40295,1
7152,N10719,1
7153,N16782,1
7154,N42493,1
7155,N50854,1
7156,N47691,1
7157,N55434,1
7158,N62252,1
7159,N32466,1
7160,N49394,1
7161,N19287,1
7162,N32756,1
7163,N23036,1
7164,N41545,1
7165,N20759,1
7166,N5007,1
7167,N45010,1
7168,N13234,1
7169,N47982,1
7170,N38051,1
7171,N4945,1
7172,N52765,1
7173,N37215,1
7174,N3834,1
7175,N48812,1
7176,N48841,1
7177,N60199,1
7178,N26042,1
7179,N21261,1
7180,N22530,1
7181,N60580,1
7182,N38516,1
7183,N3428,1
7184,N47477,1
7185,N6451,1
7186,N11968,1
7187,N50939,1
7188,N36597,1
7189,N32233,1
7190,N45148,1
7191,N17160,1
7192,N61954,1
7193,N15626,1
7194,N35397,1
7195,N34315,1
7196,N7524,1
7197,N31299,1
7198,N9657,1
7199,N18856,1
7200,N40611,1
7201,N13680,1
7202,N54705,1
7203,N29494,1
7204,N64516,1
7205,N41068,1
7206,N54114,1
7207,N55837,1
7208,N3250,1
7209,N45046,1
7210,N11924,1
7211,N32227,1
7212,N58293,1
7213,N15471,1
7214,N19353,1
7215,N62770,1
7216,N4813,1
7217,N18233,1
7218,N38264,1
7219,N46918,1
7220,N48619,1
7221,N18140,1
7222,N21900,1
7223,N62405,1
7224,N64497,1
7225,N60298,1
7226,N59836,1
7227,N11286,1
7228,N12938,1
7229,N4265,1
7230,N31208,1
7231,N44991,1
7232,N10372,1
7233,N64859,1
7234,N30383,1
7235,N30396,1
7236,N26282,1
7237,N57011,1
7238,N55213,1
7239,N45566,1
7240,N62824,1
7241,N12855,1
7242,N5555,1
7243,N46109,1
7244,N54714,1
7245,N6567,1
7246,N42741,1
7247,N4219,1
7248,N26800,1
7249,N2444,1
7250,N59480,1
7251,N8835,1
7252,N31852,1
7253,N52343,1
7254,N17008,1
7255,N34865,1
7256,N47387,1
7257,N14725,1
7258,N35618,1
7259,N8280,1
7260,N17213,1
7261,N35974,1
7262,N50960,1
7263,N1155,1
7264,N55442,1
7265,N57817,1
7266,N16504,1
7267,N3093,1
7268,N19068,1
7269,N34908,1
7270,N26670,1
7271,N36796,1
7272,N29282,1
7273,N5854,1
7274,N15301,1
7275,N25145,1
7276,N37238,1
7277,N21670,1
7278,N6858,1
7279,N53188,1
7280,N26624,1
7281,N61668,1
7282,N12880,1
7283,N40497,1
7284,N39605,1
7285,N43782,1
7286,N25240,1
7287,N57340,1
7288,N36005,1
7289,N43556,1
7290,N24200,1
7291,N64378,1
7292,N44758,1
7293,N36639,1
7294,N31257,1
7295,N46079,1
7296,N56099,1
7297,N16283,1
7298,N54720,1
7299,N22632,1
7300,N44683,1
7301,N30804,1
7302,N49973,1
7303,N47762,1
7304,N39238,1
7305,N32511,1
7306,N5838,1
7307,N52277,1
7308,N46639,1
7309,N34839,1
7310,N10213,1
7311,N12078,1
7312,N14830,1
7313,N5825,1
7314,N28310,1
7315,N35713,1
7316,N16716,1
7317,N9739,1
7318,N59144,1
7319,N44234,1
7320,N36797,1
7321,N34056,1
7322,N3951,1
7323,N42776,1
7324,N39000,1
7325,N11204,1
7326,N35663,1
7327,N32799,1
7328,N28865,1
7329,N31613,1
7330,N45254,1
7331,N11285,1
7332,N47154,1
7333,N22747,1
7334,N57532,1
7335,N56544,1
7336,N57919,1
7337,N49117,1
7338,N25224,1
7339,N52040,1
7340,N47872,1
7341,N26600,1
7342,N61872,1
7343,N35045,1
7344,N52988,1
7345,N24381,1
7346,N11050,1
7347,N17262,1
7348,N22020,1
7349,N9796,1
7350,N50284,1
7351,N58981,1
7352,N19484,1
7353,N60534,1
7354,N53811,1
7355,N3915,1
7356,N3599,1
7357,N50180,1
7358,N59566,1
7359,N11819,1
7360,N54912,1
7361,N46326,1
7362,N15329,1
7363,N33125,1
7364,N6942,1
7365,N29763,1
7366,N28025,1
7367,N1234,1
7368,N58531,1
7369,N34575,1
7370,N51154,1
7371,N20533,1
7372,N8184,1
7373,N64675,1
7374,N13297,1
7375,N58125,1
7376,N41402,1
7377,N37057,1
7378,N63848,1
7379,N39570,1
7380,N2426,1
7381,N58109,1
7382,N16814,1
7383,N19268,1
7384,N57867,1
7385,N16794,1
7386,N12844,1
7387,N16752,1
7388,N51466,1
7389,N17928,1
7390,N63316,1
7391,N55041,1
7392,N13382,1
7393,N27309,1
7394,N57670,1
7395,N18507,1
7396,N12071,1
7397,N17536,1
7398,N53686,1
7399,N47931,1
7400,N12670,1
7401,N60995,1
7402,N43898,1
7403,N52656,1
7404,N34674,1
7405,N60451,1
7406,N8820,1
7407,N17741,1
7408,N32575,1
7409,N15631,1
7410,N51351,1
7411,N11351,1
7412,N9550,1
7413,N31648,1
7414,N45595,1
7415,N41288,1
7416,N64876,1
7417,N59041,1
7418,N41660,1
7419,N1224,1
7420,N23905,1
7421,N63762,1
7422,N20631,1
7423,N52264,1
7424,N53555,1
7425,N60337,1
7426,N5820,1
7427,N58256,1
7428,N43212,1
7429,N49964,1
7430,N50200,1
7431,N2029,1
7432,N55577,1
7433,N33204,1
7434,N55371,1
7435,N45338,1
7436,N59082,1
7437,N51019,1
7438,N47584,1
7439,N14841,1
7440,N41883,1
7441,N40519,1
7442,N7796,1
7443,N5276,1
7444,N50173,1
7445,N18092,1
7446,N30252,1
7447,N22423,1
7448,N12135,1
7449,N36102,1
7450,N13856,1
7451,N34949,1
7452,N46251,1
7453,N963,1
7454,N7293,1
7455,N2927,1
7456,N49785,1
7457,N41810,1
7458,N58087,1
7459,N38369,1
7460,N35160,1
7461,N26211,1
7462,N56764,1
7463,N28441,1
7464,N15020,1
7465,N10316,1
7466,N4396,1
7467,N37620,1
7468,N53826,1
7469,N9403,1
7470,N44032,1
7471,N7788,1
7472,N52947,1
7473,N645,1
7474,N33906,1
7475,N54113,1
7476,N23317,1
7477,N30056,1
7478,N578,1
7479,N44954,1
7480,N52706,1
7481,N13374,1
7482,N15048,1
7483,N46815,1
7484,N52858,1
7485,N37659,1
7486,N528,1
7487,N58153,1
7488,N22607,1
7489,N3447,1
7490,N15633,1
7491,N49465,1
7492,N32967,1
7493,N47279,1
7494,N48839,1
7495,N49724,1
7496,N53043,1
7497,N46225,1
7498,N32723,1
7499,N40824,1
7500,N10578,1
7501,N5453,1
7502,N50440,1
7503,N20654,1
7504,N18319,1
7505,N19871,1
7506,N35956,1
7507,N16002,1
7508,N31799,1
7509,N18028,1
7510,N24837,1
7511,N26118,1
7512,N9222,1
7513,N19003,1
7514,N63151,1
7515,N18001,1
7516,N33406,1
7517,N62766,1
7518,N50247,1
7519,N54983,1
7520,N14919,1
7521,N94,1
7522,N1414,1
7523,N31962,1
7524,N37052,1
7525,N35631,1
7526,N4534,1
7527,N28525,1
7528,N46092,1
7529,N26987,1
7530,N32722,1
7531,N20444,1
7532,N14323,1
7533,N47869,1
7534,N64269,1
7535,N43116,1
7536,N19127,1
7537,N40443,1
7538,N2348,1
7539,N35091,1
7540,N21700,1
7541,N61779,1
7542,N62194,1
7543,N4993,1
7544,N12549,1
7545,N63606,1
7546,N51523,1
7547,N65049,1
7548,N1417,1
7549,N33484,1
7550,N8432,1
7551,N33026,1
7552,N61888,1
7553,N43604,1
7554,N33340,1
7555,N15614,1
7556,N31958,1
7557,N5700,1
7558,N10483,1
7559,N1458,1
7560,N20130,1
7561,N52569,1
7562,N52671,1
7563,N29256,1
7564,N59399,1
7565,N39356,1
7566,N7987,1
7567,N64559,1
7568,N12261,1
7569,N10161,1
7570,N14633,1
7571,N44260,1
7572,N59114,1
7573,N62336,1
7574,N47078,1
7575,N57210,1
7576,N31356,1
7577,N27333,1
7578,N29622,1
7579,N27363,1
7580,N23894,1
7581,N23931,1
7582,N48522,1
7583,N36781,1
7584,N39979,1
7585,N13785,1
7586,N30062,1
7587,N46829,1
7588,N59814,1
7589,N1100,1
7590,N4119,1
7591,N28017,1
7592,N26608,1
7593,N18248,1
7594,N51638,1
7595,N6706,1
7596,N48277,1
7597,N10251,1
7598,N39257,1
7599,N8212,1
7600,N3385,1
7601,N15569,1
7602,N57055,1
7603,N22844,1
7604,N42948,1
7605,N21456,1
7606,N1401,1
7607,N7093,1
7608,N63079,1
7609,N19648,1
7610,N26066,1
7611,N56117,1
7612,N28592,1
7613,N31964,1
7614,N40636,1
7615,N3075,1
7616,N23339,1
7617,N46895,1
7618,N48419,1
7619,N53888,1
7620,N53372,1
7621,N1160,1
7622,N62561,1
7623,N1887,1
7624,N49108,1
7625,N44805,1
7626,N27071,1
7627,N38827,1
7628,N30758,1
7629,N11030,1
7630,N16132,1
7631,N40136,1
7632,N49095,1
7633,N3154,1
7634,N29810,1
7635,N64471,1
7636,N64620,1
7637,N37307,1
7638,N11942,1
7639,N34042,1
7640,N3331,1
7641,N3126,1
7642,N22346,1
7643,N24247,1
7644,N20127,1
7645,N53221,1
7646,N45246,1
7647,N56431,1
7648,N40123,1
7649,N6820,1
7650,N52688,1
7651,N8878,1
7652,N5423,1
7653,N679,1
7654,N54444,1
7655,N57555,1
7656,N20452,1
7657,N31587,1
7658,N31071,1
7659,N5222,1
7660,N9809,1
7661,N18635,1
7662,N34929,1
7663,N56075,1
7664,N30809,1
7665,N14175,1
7666,N63798,1
7667,N57759,1
7668,N19821,1
7669,N16006,1
7670,N37270,1
7671,N1938,1
7672,N28770,1
7673,N1257,1
7674,N57691,1
7675,N38587,1
7676,N29152,1
7677,N64036,1
7678,N35777,1
7679,N47022,1
7680,N33905,1
7681,N50626,1
7682,N16147,1
7683,N20484,1
7684,N16389,1
7685,N44924,1
7686,N29766,1
7687,N28490,1
7688,N15974,1
7689,N26690,1
7690,N49766,1
7691,N36233,1
7692,N10857,1
7693,N59520,1
7694,N37151,1
7695,N13880,1
7696,N50931,1
7697,N58015,1
7698,N3445,1
7699,N17839,1
7700,N64223,1
7701,N54112,1
7702,N58329,1
7703,N4260,1
7704,N22868,1
7705,N8658,1
7706,N50176,1
7707,N56934,1
7708,N31912,1
7709,N5948,1
7710,N8816,1
7711,N57283,1
7712,N63356,1
7713,N15716,1
